frequency_hz,response_amplitude,data_source
130,1.742371633380477e-07,comsol_raw
131,1.7161960506828737e-07,comsol_raw
132,1.6907036377524874e-07,comsol_raw
133,1.6658929670768359e-07,comsol_raw
134,1.6417717316794505e-07,comsol_raw
135,1.6183613421437377e-07,comsol_raw
136,1.5957047993231687e-07,comsol_raw
137,1.5738807351363824e-07,comsol_raw
138,1.5530297116416877e-07,comsol_raw
139,1.5334065016771287e-07,comsol_raw
140,1.5154919266939998e-07,comsol_raw
141,1.5002552368589699e-07,comsol_raw
142,1.489848043241109e-07,comsol_raw
143,1.489763203566002e-07,comsol_raw
144,1.5173266818368925e-07,comsol_raw
145,1.650377391448183e-07,comsol_raw
146,2.635770672711681e-07,comsol_raw
147,4.680711917829252e-07,comsol_raw
148,1.7828050849032746e-07,comsol_raw
149,1.4972241084798742e-07,comsol_raw
150,1.4032937074759112e-07,comsol_raw
151,1.3541618554243758e-07,comsol_raw
152,1.3209779859876746e-07,comsol_raw
153,1.295014624944044e-07,comsol_raw
154,1.272895661302476e-07,comsol_raw
155,1.25308565704632e-07,comsol_raw
156,1.2348004893590108e-07,comsol_raw
157,1.217602864412235e-07,comsol_raw
158,1.2012312324998636e-07,comsol_raw
159,1.1855198674670543e-07,comsol_raw
160,1.1703584847394461e-07,comsol_raw
161,1.1556704953803061e-07,comsol_raw
162,1.1414006607133037e-07,comsol_raw
163,1.1275077643762713e-07,comsol_raw
164,1.113960093446775e-07,comsol_raw
165,1.1007325580757257e-07,comsol_raw
166,1.0878048014664855e-07,comsol_raw
167,1.075159927402546e-07,comsol_raw
168,1.062783623629388e-07,comsol_raw
169,1.0506635452980208e-07,comsol_raw
170,1.0387888730711809e-07,comsol_raw
171,1.027149990897817e-07,comsol_raw
172,1.0157382472749985e-07,comsol_raw
173,1.0045457757267157e-07,comsol_raw
174,9.935653579271953e-08,comsol_raw
175,9.82790317967424e-08,comsol_raw
176,9.722144396623785e-08,comsol_raw
177,9.61831901111496e-08,comsol_raw
178,9.516372223249829e-08,comsol_raw
179,9.416252228498029e-08,comsol_raw
180,9.31790987124933e-08,comsol_raw
181,9.221298358668834e-08,comsol_raw
182,9.126373022013837e-08,comsol_raw
183,9.033091115614713e-08,comsol_raw
184,8.941411645975866e-08,comsol_raw
185,8.851295225137275e-08,comsol_raw
186,8.762703943705189e-08,comsol_raw
187,8.675601259923129e-08,comsol_raw
188,8.589951901890143e-08,comsol_raw
189,8.50572178059678e-08,comsol_raw
190,8.422877911885369e-08,comsol_raw
191,8.341388345776902e-08,comsol_raw
192,8.261222101865694e-08,comsol_raw
193,8.1823491096821e-08,comsol_raw
194,8.104740153073198e-08,comsol_raw
195,8.028366817761077e-08,comsol_raw
196,7.953201441314196e-08,comsol_raw
197,7.879217064811994e-08,comsol_raw
198,7.806387385499441e-08,comsol_raw
199,7.73468670971554e-08,comsol_raw
200,7.664089905336245e-08,comsol_raw
201,7.594572352894301e-08,comsol_raw
202,7.526109894417775e-08,comsol_raw
203,7.45867877885728e-08,comsol_raw
204,7.392255602732548e-08,comsol_raw
205,7.326817244301605e-08,comsol_raw
206,7.262340789109594e-08,comsol_raw
207,7.198803444166104e-08,comsol_raw
208,7.13618243716597e-08,comsol_raw
209,7.074454896018279e-08,comsol_raw
210,7.013597702346589e-08,comsol_raw
211,6.953587310368592e-08,comsol_raw
212,6.894399519354092e-08,comsol_raw
213,6.836009183229286e-08,comsol_raw
214,6.778389834121688e-08,comsol_raw
215,6.72151318658112e-08,comsol_raw
216,6.66534847403334e-08,comsol_raw
217,6.60986154573199e-08,comsol_raw
218,6.55501361611296e-08,comsol_raw
219,6.500759500704977e-08,comsol_raw
220,6.447045079580507e-08,comsol_raw
221,6.393803577286933e-08,comsol_raw
222,6.340949999938305e-08,comsol_raw
223,6.288372675961508e-08,comsol_raw
224,6.235920290866673e-08,comsol_raw
225,6.183382397912869e-08,comsol_raw
226,6.130463392106933e-08,comsol_raw
227,6.076768220304391e-08,comsol_raw
228,6.021945069661858e-08,comsol_raw
229,5.967153683384102e-08,comsol_raw
230,5.9319383425409675e-08,comsol_raw
231,6.603263049359148e-08,comsol_raw
232,7.280071398864743e-08,comsol_raw
233,6.147068872518707e-08,comsol_raw
234,5.96114316099319e-08,comsol_raw
235,5.867519459908612e-08,comsol_raw
236,5.800000013873908e-08,comsol_raw
237,5.743440190244516e-08,comsol_raw
238,5.692622911109635e-08,comsol_raw
239,5.6452923554169295e-08,comsol_raw
240,5.600318233559692e-08,comsol_raw
241,5.557071792430788e-08,comsol_raw
242,5.5151745755007514e-08,comsol_raw
243,5.474384147866544e-08,comsol_raw
244,5.4345370839701024e-08,comsol_raw
245,5.395518378093298e-08,comsol_raw
246,5.3572440374871576e-08,comsol_raw
247,5.319650683577874e-08,comsol_raw
248,5.2826890803586925e-08,comsol_raw
249,5.246319963587201e-08,comsol_raw
250,5.210511270233631e-08,comsol_raw
251,5.175236248644236e-08,comsol_raw
252,5.140472138817969e-08,comsol_raw
253,5.106199231202336e-08,comsol_raw
254,5.072400182503533e-08,comsol_raw
255,5.03905950952414e-08,comsol_raw
256,5.0061632085248834e-08,comsol_raw
257,4.9736984644969445e-08,comsol_raw
258,4.941653425735206e-08,comsol_raw
259,4.9100170264108345e-08,comsol_raw
260,4.8787788447787486e-08,comsol_raw
261,4.8479289880436065e-08,comsol_raw
262,4.8174579972637234e-08,comsol_raw
263,4.78735676732864e-08,comsol_raw
264,4.7576164782213627e-08,comsol_raw
265,4.7282285346128415e-08,comsol_raw
266,4.699184511432235e-08,comsol_raw
267,4.6704761034752975e-08,comsol_raw
268,4.642095077400114e-08,comsol_raw
269,4.614033224642732e-08,comsol_raw
270,4.58628231388449e-08,comsol_raw
271,4.558834041729076e-08,comsol_raw
272,4.531679980205517e-08,comsol_raw
273,4.504811519603692e-08,comsol_raw
274,4.478219804965655e-08,comsol_raw
275,4.451895664289821e-08,comsol_raw
276,4.42582952613837e-08,comsol_raw
277,4.400011323849108e-08,comsol_raw
278,4.3744303829083795e-08,comsol_raw
279,4.349075287199127e-08,comsol_raw
280,4.323933718740616e-08,comsol_raw
281,4.2989922641096254e-08,comsol_raw
282,4.274236178883812e-08,comsol_raw
283,4.2496490990623286e-08,comsol_raw
284,4.2252126853697846e-08,comsol_raw
285,4.200906182522403e-08,comsol_raw
286,4.176705870894482e-08,comsol_raw
287,4.152584382785621e-08,comsol_raw
288,4.128509850529268e-08,comsol_raw
289,4.104444851498941e-08,comsol_raw
290,4.0803451220822746e-08,comsol_raw
291,4.0561580448324674e-08,comsol_raw
292,4.0318210096499974e-08,comsol_raw
293,4.007260009998778e-08,comsol_raw
294,3.9823895158543825e-08,comsol_raw
295,3.957116465151346e-08,comsol_raw
296,3.9313561541288483e-08,comsol_raw
297,3.905082190983306e-08,comsol_raw
298,3.8784782637930976e-08,comsol_raw
299,3.8524216035725055e-08,comsol_raw
300,3.83020369349401e-08,comsol_raw
301,3.8249249496800114e-08,comsol_raw
302,3.903153978144357e-08,comsol_raw
303,4.6574252379480645e-08,comsol_raw
304,3.591023575171689e-06,comsol_raw
305,5.7600038426445744e-08,comsol_raw
306,4.5552606078071164e-08,comsol_raw
307,4.2270639925646766e-08,comsol_raw
308,4.0766454953920864e-08,comsol_raw
309,3.9877160140042517e-08,comsol_raw
310,3.926493095704009e-08,comsol_raw
311,3.8799397876830137e-08,comsol_raw
312,3.8420541563287306e-08,comsol_raw
313,3.809717017970459e-08,comsol_raw
314,3.7811570360636245e-08,comsol_raw
315,3.755297711905103e-08,comsol_raw
316,3.731448788185769e-08,comsol_raw
317,3.709147986138174e-08,comsol_raw
318,3.6880743400662623e-08,comsol_raw
319,3.667998115260717e-08,comsol_raw
320,3.648750535205254e-08,comsol_raw
321,3.6302047707862266e-08,comsol_raw
322,3.6122636036599614e-08,comsol_raw
323,3.594851189166084e-08,comsol_raw
324,3.5779074172382814e-08,comsol_raw
325,3.5613839655990584e-08,comsol_raw
326,3.54524148245541e-08,comsol_raw
327,3.5294475396442575e-08,comsol_raw
328,3.513975121680841e-08,comsol_raw
329,3.4988014942015946e-08,comsol_raw
330,3.4839073453374615e-08,comsol_raw
331,3.4692761263178654e-08,comsol_raw
332,3.454893539464492e-08,comsol_raw
333,3.4407471365716004e-08,comsol_raw
334,3.426826000901788e-08,comsol_raw
335,3.4131204931862875e-08,comsol_raw
336,3.3996220470972275e-08,comsol_raw
337,3.3863230033067475e-08,comsol_raw
338,3.37321647389802e-08,comsol_raw
339,3.3602962308399066e-08,comsol_raw
340,3.3475566136815053e-08,comsol_raw
341,3.334992452704805e-08,comsol_raw
342,3.3225990045916e-08,comsol_raw
343,3.310371898284074e-08,comsol_raw
344,3.298307089197279e-08,comsol_raw
345,3.2864008203124435e-08,comsol_raw
346,3.274649588968774e-08,comsol_raw
347,3.2630501183981445e-08,comsol_raw
348,3.2515993332260624e-08,comsol_raw
349,3.24029433830435e-08,comsol_raw
350,3.22913240035479e-08,comsol_raw
351,3.218110931993976e-08,comsol_raw
352,3.2072274777835576e-08,comsol_raw
353,3.196479702009685e-08,comsol_raw
354,3.185865377944347e-08,comsol_raw
355,3.1753823783812315e-08,comsol_raw
356,3.165028667271604e-08,comsol_raw
357,3.1548022923129156e-08,comsol_raw
358,3.144701378365465e-08,comsol_raw
359,3.134724121591165e-08,comsol_raw
360,3.1248687842243724e-08,comsol_raw
361,3.1151336898978295e-08,comsol_raw
362,3.1055172194582544e-08,comsol_raw
363,3.0960178072153176e-08,comsol_raw
364,3.086633937576277e-08,comsol_raw
365,3.0773641420252435e-08,comsol_raw
366,3.0682069964124375e-08,comsol_raw
367,3.0591611185239824e-08,comsol_raw
368,3.050225165907743e-08,comsol_raw
369,3.041397833934889e-08,comsol_raw
370,3.032677854081083e-08,comsol_raw
371,3.0240639924148514e-08,comsol_raw
372,3.015555048284631e-08,comsol_raw
373,3.00714985319971e-08,comsol_raw
374,2.9988472699043045e-08,comsol_raw
375,2.99064619164861e-08,comsol_raw
376,2.9825455416655666e-08,comsol_raw
377,2.9745442728681452e-08,comsol_raw
378,2.966641367789128e-08,comsol_raw
379,2.958835838794497e-08,comsol_raw
380,2.9511267286128505e-08,comsol_raw
381,2.9435131112383333e-08,comsol_raw
382,2.9359940932840694e-08,comsol_raw
383,2.9285688158894684e-08,comsol_raw
384,2.9212364573204712e-08,comsol_raw
385,2.9139962364510523e-08,comsol_raw
386,2.906847417382992e-08,comsol_raw
387,2.8997893155585435e-08,comsol_raw
388,2.8928213058607604e-08,comsol_raw
389,2.8859428334015185e-08,comsol_raw
390,2.8791534280026764e-08,comsol_raw
391,2.8724527238386682e-08,comsol_raw
392,2.8658404864257227e-08,comsol_raw
393,2.8593166502774478e-08,comsol_raw
394,2.8528813723886007e-08,comsol_raw
395,2.8465351097830158e-08,comsol_raw
396,2.8402787346562843e-08,comsol_raw
397,2.8341137100886692e-08,comsol_raw
398,2.8280423668479204e-08,comsol_raw
399,2.8220683559385925e-08,comsol_raw
400,2.8161974216808607e-08,comsol_raw
401,2.810438793707084e-08,comsol_raw
402,2.804807859756995e-08,comsol_raw
403,2.7993317271688656e-08,comsol_raw
404,2.7940620583124867e-08,comsol_raw
405,2.7891091214775852e-08,comsol_raw
406,2.7847520316214186e-08,comsol_raw
407,2.7819277115137885e-08,comsol_raw
408,2.7862230672151933e-08,comsol_raw
409,3.3274368337776426e-08,comsol_raw
410,2.7626448075917984e-08,comsol_raw
411,2.7521138903157585e-08,comsol_raw
412,2.7470179698987964e-08,comsol_raw
413,2.742261296569928e-08,comsol_raw
414,2.7375479096334793e-08,comsol_raw
415,2.7328579005807067e-08,comsol_raw
416,2.7282001603146638e-08,comsol_raw
417,2.7235845901417452e-08,comsol_raw
418,2.7190188702852105e-08,comsol_raw
419,2.714508701137437e-08,comsol_raw
420,2.7100584075720512e-08,comsol_raw
421,2.7056714346121283e-08,comsol_raw
422,2.70135070644745e-08,comsol_raw
423,2.6970988865675282e-08,comsol_raw
424,2.6929185755354977e-08,comsol_raw
425,2.6888124732571723e-08,comsol_raw
426,2.6847835249443537e-08,comsol_raw
427,2.680835065316433e-08,comsol_raw
428,2.676970973359237e-08,comsol_raw
429,2.673195849630513e-08,comsol_raw
430,2.6695152294290974e-08,comsol_raw
431,2.665935848207157e-08,comsol_raw
432,2.662465980816303e-08,comsol_raw
433,2.659115884385381e-08,comsol_raw
434,2.6558983873171253e-08,comsol_raw
435,2.6528296865975737e-08,comsol_raw
436,2.6499304466792918e-08,comsol_raw
437,2.6472273432182085e-08,comsol_raw
438,2.644755277553857e-08,comsol_raw
439,2.6425606283443616e-08,comsol_raw
440,2.64070615400843e-08,comsol_raw
441,2.6392786118089305e-08,comsol_raw
442,2.6384010242212403e-08,comsol_raw
443,2.6382532657695168e-08,comsol_raw
444,2.639108378165389e-08,comsol_raw
445,2.6414006430473684e-08,comsol_raw
446,2.6458632488717805e-08,comsol_raw
447,2.653835311699e-08,comsol_raw
448,2.6680427526130282e-08,comsol_raw
449,2.6949944612940452e-08,comsol_raw
450,2.7548699992281397e-08,comsol_raw
451,2.95383789033189e-08,comsol_raw
452,1.2234106573581124e-07,comsol_raw
453,2.314026502153524e-08,comsol_raw
454,2.4048152867213445e-08,comsol_raw
455,2.445316336668749e-08,comsol_raw
456,2.4653042869601173e-08,comsol_raw
457,2.4760190244161263e-08,comsol_raw
458,2.481788522846472e-08,comsol_raw
459,2.484589851111839e-08,comsol_raw
460,2.4854436944798832e-08,comsol_raw
461,2.484924173201564e-08,comsol_raw
462,2.4833739981545265e-08,comsol_raw
463,2.4810056812579276e-08,comsol_raw
464,2.4779532640177182e-08,comsol_raw
465,2.474300492394972e-08,comsol_raw
466,2.47009690461568e-08,comsol_raw
467,2.4653673023897693e-08,comsol_raw
468,2.4601173777291244e-08,comsol_raw
469,2.454336965887153e-08,comsol_raw
470,2.4480017264818293e-08,comsol_raw
471,2.4410736894340165e-08,comsol_raw
472,2.433500887322908e-08,comsol_raw
473,2.4252161556926922e-08,comsol_raw
474,2.4161350772045024e-08,comsol_raw
475,2.4061529494858663e-08,comsol_raw
476,2.395140551265513e-08,comsol_raw
477,2.3829383481274374e-08,comsol_raw
478,2.369348594163686e-08,comsol_raw
479,2.3541245138571918e-08,comsol_raw
480,2.3369553336951443e-08,comsol_raw
481,2.317445281926367e-08,comsol_raw
482,2.2950836271808587e-08,comsol_raw
483,2.269201100793941e-08,comsol_raw
484,2.2389051415019118e-08,comsol_raw
485,2.202981416914312e-08,comsol_raw
486,2.159740456342392e-08,comsol_raw
487,2.1067736219355883e-08,comsol_raw
488,2.0405606590186337e-08,comsol_raw
489,1.9558563718663664e-08,comsol_raw
490,1.8449127035767736e-08,comsol_raw
491,1.6979132553862835e-08,comsol_raw
492,1.5175788530280763e-08,comsol_raw
493,1.466344700413274e-08,comsol_raw
494,2.8287921640618313e-08,comsol_raw
495,4.026142371494205e-07,comsol_raw
496,7.506130371302941e-08,comsol_raw
497,6.710124713824075e-08,comsol_raw
498,4.5208103350809184e-08,comsol_raw
499,3.963262395511499e-08,comsol_raw
500,3.667624975021669e-08,comsol_raw
501,3.4819501961110425e-08,comsol_raw
502,3.3543028927711784e-08,comsol_raw
503,3.261250062892671e-08,comsol_raw
504,3.1905397100279335e-08,comsol_raw
505,3.1351159989568146e-08,comsol_raw
506,3.0906217438781415e-08,comsol_raw
507,3.054218795132579e-08,comsol_raw
508,3.0239785143708595e-08,comsol_raw
509,2.9985442884283116e-08,comsol_raw
510,2.976934057977205e-08,comsol_raw
511,2.9584194119824458e-08,comsol_raw
512,2.9424486932010564e-08,comsol_raw
513,2.9285964849176348e-08,comsol_raw
514,2.9165294876166944e-08,comsol_raw
515,2.905982898654892e-08,comsol_raw
516,2.8967437073574732e-08,comsol_raw
517,2.8886386536673053e-08,comsol_raw
518,2.8815253994734077e-08,comsol_raw
519,2.8752859558255084e-08,comsol_raw
520,2.8698217217734087e-08,comsol_raw
521,2.8650496927934908e-08,comsol_raw
522,2.8608995303265244e-08,comsol_raw
523,2.8573112738336352e-08,comsol_raw
524,2.8542335383222004e-08,comsol_raw
525,2.8516220831238075e-08,comsol_raw
526,2.8494386679831013e-08,comsol_raw
527,2.8476501342578658e-08,comsol_raw
528,2.8462276649120535e-08,comsol_raw
529,2.8451461888230634e-08,comsol_raw
530,2.8443839039961917e-08,comsol_raw
531,2.8439219015149572e-08,comsol_raw
532,2.8437438781884383e-08,comsol_raw
533,2.843835931536268e-08,comsol_raw
534,2.8441864366535304e-08,comsol_raw
535,2.8447860114635814e-08,comsol_raw
536,2.8456275861068172e-08,comsol_raw
537,2.846706605664053e-08,comsol_raw
538,2.8480214163838757e-08,comsol_raw
539,2.8495739200223778e-08,comsol_raw
540,2.8513706399530395e-08,comsol_raw
541,2.8534244481098085e-08,comsol_raw
542,2.8557573978957445e-08,comsol_raw
543,2.858405489659791e-08,comsol_raw
544,2.8614269761637756e-08,comsol_raw
545,2.8649175104512093e-08,comsol_raw
546,2.8690393825746993e-08,comsol_raw
547,2.8740820704362848e-08,comsol_raw
548,2.8805993266896992e-08,comsol_raw
549,2.8897576161929716e-08,comsol_raw
550,2.9043721164904373e-08,comsol_raw
551,2.932771207256616e-08,comsol_raw
552,3.0095810994552886e-08,comsol_raw
553,3.4306476895125694e-08,comsol_raw
554,1.2891540691394977e-07,comsol_raw
555,3.2020925366920166e-08,comsol_raw
556,2.9780792066738494e-08,comsol_raw
557,2.9328329077389945e-08,comsol_raw
558,2.9188151190731357e-08,comsol_raw
559,2.914348496512226e-08,comsol_raw
560,2.913758043130725e-08,comsol_raw
561,2.9150428742365844e-08,comsol_raw
562,2.9173516197144187e-08,comsol_raw
563,2.9202698174414777e-08,comsol_raw
564,2.9235726431811484e-08,comsol_raw
565,2.9271254639346897e-08,comsol_raw
566,2.9308389454275544e-08,comsol_raw
567,2.9346466139690695e-08,comsol_raw
568,2.9384923882486752e-08,comsol_raw
569,2.942322722186224e-08,comsol_raw
570,2.9460809159498197e-08,comsol_raw
571,2.949702682051712e-08,comsol_raw
572,2.953113717718037e-08,comsol_raw
573,2.9562342781750494e-08,comsol_raw
574,2.959011081823087e-08,comsol_raw
575,2.9615623374460075e-08,comsol_raw
576,2.9648613214483733e-08,comsol_raw
577,2.9747747779734328e-08,comsol_raw
578,3.0416542452776995e-08,comsol_raw
579,5.1106845564429374e-08,comsol_raw
580,3.912500045773968e-08,comsol_raw
581,3.269223536666332e-08,comsol_raw
582,3.1639123515279046e-08,comsol_raw
583,3.12857273636296e-08,comsol_raw
584,3.1140394754335865e-08,comsol_raw
585,3.108222427145128e-08,comsol_raw
586,3.106835777108908e-08,comsol_raw
587,3.1080006724716214e-08,comsol_raw
588,3.1107673442942064e-08,comsol_raw
589,3.1146018277697765e-08,comsol_raw
590,3.119175958693885e-08,comsol_raw
591,3.1242698066403764e-08,comsol_raw
592,3.1297205783740265e-08,comsol_raw
593,3.1353913305123535e-08,comsol_raw
594,3.1411460854205705e-08,comsol_raw
595,3.1468205929173494e-08,comsol_raw
596,3.1521712792284434e-08,comsol_raw
597,3.1567547949481456e-08,comsol_raw
598,3.1595589204385125e-08,comsol_raw
599,3.157419671398171e-08,comsol_raw
600,3.1330979885094566e-08,comsol_raw
601,3.346721346612916e-08,comsol_raw
602,3.239728883313131e-08,comsol_raw
603,3.2305607698947086e-08,comsol_raw
604,3.2303033455372664e-08,comsol_raw
605,3.232291816670647e-08,comsol_raw
606,3.235583395320607e-08,comsol_raw
607,3.2454874705536895e-08,comsol_raw
608,3.327563086490088e-08,comsol_raw
609,1.0235871753542433e-07,comsol_raw
610,3.9392019741505376e-08,comsol_raw
611,3.535398724935978e-08,comsol_raw
612,3.456549969134346e-08,comsol_raw
613,3.431107908398168e-08,comsol_raw
614,3.423111318717279e-08,comsol_raw
615,3.4228805680895464e-08,comsol_raw
616,3.426804033423127e-08,comsol_raw
617,3.4332467522418846e-08,comsol_raw
618,3.44136696945536e-08,comsol_raw
619,3.4506897523885745e-08,comsol_raw
620,3.4609283078031133e-08,comsol_raw
621,3.471900297492718e-08,comsol_raw
622,3.4834851468994456e-08,comsol_raw
623,3.4956007364124844e-08,comsol_raw
624,3.5081899536181815e-08,comsol_raw
625,3.521212573169441e-08,comsol_raw
626,3.534640163786253e-08,comsol_raw
627,3.5484527908704464e-08,comsol_raw
628,3.562636824830055e-08,comsol_raw
629,3.5771834532675136e-08,comsol_raw
630,3.592087654979057e-08,comsol_raw
631,3.607347485702927e-08,comsol_raw
632,3.622963580296354e-08,comsol_raw
633,3.6389388096049024e-08,comsol_raw
634,3.655278051491958e-08,comsol_raw
635,3.671988049277792e-08,comsol_raw
636,3.689077340077549e-08,comsol_raw
637,3.706556241955496e-08,comsol_raw
638,3.724436893497727e-08,comsol_raw
639,3.742733343035967e-08,comsol_raw
640,3.7614616877968516e-08,comsol_raw
641,3.780640266044125e-08,comsol_raw
642,3.8002899081020174e-08,comsol_raw
643,3.82043425525085e-08,comsol_raw
644,3.841100159142218e-08,comsol_raw
645,3.8623181789117145e-08,comsol_raw
646,3.884123198987228e-08,comsol_raw
647,3.9065551982640626e-08,comsol_raw
648,3.9296602116392084e-08,comsol_raw
649,3.953491539013481e-08,comsol_raw
650,3.9781112764723546e-08,comsol_raw
651,4.0035922719785375e-08,comsol_raw
652,4.0300206474194696e-08,comsol_raw
653,4.057499086261069e-08,comsol_raw
654,4.0861511708816154e-08,comsol_raw
655,4.116127181284621e-08,comsol_raw
656,4.147611962758414e-08,comsol_raw
657,4.180835777282307e-08,comsol_raw
658,4.216089547167506e-08,comsol_raw
659,4.2537467143675534e-08,comsol_raw
660,4.294295325409914e-08,comsol_raw
661,4.3383863928805415e-08,comsol_raw
662,4.3869090526964643e-08,comsol_raw
663,4.4411115920278335e-08,comsol_raw
664,4.50280468713251e-08,comsol_raw
665,4.5747202611621465e-08,comsol_raw
666,4.661185159366703e-08,comsol_raw
667,4.7694865470885975e-08,comsol_raw
668,4.9129270212882166e-08,comsol_raw
669,5.1186355222800274e-08,comsol_raw
670,5.451754465290982e-08,comsol_raw
671,6.117180377498047e-08,comsol_raw
672,8.251911265080966e-08,comsol_raw
673,3.403877476166339e-07,comsol_raw
674,2.150151590340912e-08,comsol_raw
675,2.9641390846780107e-08,comsol_raw
676,3.4231260210241526e-08,comsol_raw
677,3.6891757721076914e-08,comsol_raw
678,3.867167928010775e-08,comsol_raw
679,3.9987436971176034e-08,comsol_raw
680,4.1031459810797496e-08,comsol_raw
681,4.190422861250288e-08,comsol_raw
682,4.266321574353628e-08,comsol_raw
683,4.334366527620085e-08,comsol_raw
684,4.3968412249606123e-08,comsol_raw
685,4.455292906834691e-08,comsol_raw
686,4.510809939902291e-08,comsol_raw
687,4.564182909385485e-08,comsol_raw
688,4.6160025565949023e-08,comsol_raw
689,4.66672167667774e-08,comsol_raw
